score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,yhh_planarity,ref,P_ni_disulfides_side,P_ni_mtcontacts,P_ni_rmsd,P_ni_rmsd_threshold,P_ni_trials,ala_count,aroma_count,cys_count,design_score,exposed_hydrophobic,final_rmsd,his_count,met_count,packstat,P_ni_rmsd_type,time,newname
2.875,-204.097,49.426,127.025,0.632,-21.752,1.59,-2.871,-4.561,-3.496,-4.057,-0.295,8.108,11.965,70.702,-15.943,0.123,-9.622,0.0,17.0,0.554,2.0,1.0,2.0,6.0,3.0,2.875,484.548,2.377,0.0,0.0,0.509,no_motif,178.0,S4_1.1.2384
2.875,-204.275,46.164,112.051,0.7,-20.142,0.06,-1.818,-10.85,-1.23,-2.453,-0.109,4.219,20.368,83.334,-16.396,0.034,-6.78,0.0,15.0,0.547,2.0,6.0,1.0,5.0,3.0,2.875,375.043,2.234,0.0,0.0,0.589,no_motif,809.0,S4_1.1.2385
2.881,-216.488,52.721,113.249,0.653,-16.655,0.359,-2.267,-8.274,-1.681,-0.455,-0.278,15.443,16.506,76.518,-21.321,0.004,-5.153,0.0,14.0,0.828,2.0,9.0,1.0,7.0,2.0,2.881,209.868,2.602,0.0,0.0,0.657,no_motif,957.0,S4_1.1.2386
2.897,-188.874,37.78,102.022,0.799,-14.002,0.0,-1.61,-7.998,-2.15,-0.742,-0.787,8.484,12.221,76.537,-18.777,0.296,-0.303,0.0,14.0,0.727,2.0,6.0,0.0,6.0,2.0,2.897,370.987,2.161,0.0,0.0,0.472,no_motif,797.0,S4_1.1.2387
2.906,-218.385,56.906,120.424,0.895,-23.801,0.885,-4.945,-6.875,-2.736,-1.871,-0.504,11.503,15.366,77.459,-18.898,0.0,-2.518,0.0,15.0,0.499,2.0,3.0,1.0,7.0,2.0,2.906,432.325,2.268,0.0,0.0,0.54,no_motif,369.0,S4_1.1.2388
2.919,-223.916,56.684,112.943,0.822,-16.405,0.147,-3.603,-9.349,-1.483,-1.331,-1.004,12.682,17.856,76.745,-17.622,0.006,-0.252,0.0,13.0,0.622,2.0,3.0,3.0,7.0,3.0,2.919,596.085,2.113,0.0,0.0,0.596,no_motif,433.0,S4_1.1.2389
2.959,-210.156,58.322,101.496,0.672,-10.003,0.529,-2.104,-8.915,-1.197,-1.233,-0.655,9.349,18.838,72.74,-20.559,0.013,-4.177,0.0,14.0,0.869,2.0,5.0,3.0,5.0,2.0,2.959,216.058,2.943,0.0,0.0,0.507,no_motif,581.0,S4_1.1.2390
2.963,-210.012,47.937,119.13,0.838,-22.684,0.006,-3.367,-8.757,-2.68,-2.513,-0.685,10.009,12.202,82.678,-19.411,0.004,0.267,0.0,16.0,0.591,2.0,3.0,0.0,6.0,3.0,2.963,398.19,2.22,0.0,0.0,0.468,no_motif,412.0,S4_1.1.2391
2.965,-211.813,56.1,122.518,0.623,-21.726,0.788,-4.353,-6.128,-3.024,-2.32,0.782,10.974,19.756,74.575,-22.871,0.0,-10.916,0.0,16.0,0.603,2.0,2.0,0.0,5.0,2.0,2.965,327.751,4.59,0.0,0.0,0.488,no_motif,284.0,S4_1.1.2392
2.978,-217.594,63.457,113.187,0.551,-18.448,3.107,-4.317,-4.671,-2.636,-2.103,0.013,7.31,23.387,71.507,-18.278,0.064,-11.557,0.0,16.0,0.63,2.0,2.0,1.0,5.0,2.0,2.978,245.685,9.41,0.0,0.0,0.633,no_motif,285.0,S4_1.1.2393
2.984,-209.086,39.186,114.97,0.738,-13.934,0.0,-3.326,-9.154,-1.199,-2.113,-0.747,10.779,13.288,77.978,-18.021,0.006,3.62,0.0,15.0,0.808,2.0,4.0,0.0,6.0,2.0,2.984,296.844,2.91,0.0,0.0,0.516,no_motif,389.0,S4_1.1.2394
2.994,-214.128,50.354,117.309,0.7,-22.976,0.224,-3.652,-9.046,-3.633,-0.406,-1.062,10.78,10.242,79.697,-8.878,0.003,-2.532,0.0,13.0,0.638,2.0,1.0,0.0,7.0,3.0,2.994,303.457,2.603,0.0,0.0,0.481,no_motif,138.0,S4_1.1.2395
2.997,-208.204,45.568,110.247,0.774,-21.629,1.704,-3.59,-9.72,-3.358,-0.535,-0.83,12.204,14.586,83.674,-17.802,0.04,-0.134,0.0,15.0,0.574,2.0,1.0,0.0,5.0,3.0,2.997,277.239,2.872,0.0,0.0,0.503,no_motif,175.0,S4_1.1.2396
3.002,-225.25,57.813,117.049,0.767,-18.898,0.7,-5.073,-6.389,-3.463,-1.538,-0.79,15.496,13.604,83.873,-16.89,0.003,-8.011,0.0,15.0,0.596,2.0,8.0,2.0,8.0,2.0,3.002,397.183,2.404,0.0,0.0,0.548,no_motif,1129.0,S4_1.1.2397
3.004,-228.74,55.942,117.106,0.79,-16.604,1.716,-3.485,-6.087,-0.461,-3.161,1.837,11.432,16.104,80.322,-14.273,0.042,-9.476,0.0,16.0,0.594,2.0,3.0,0.0,8.0,2.0,3.004,401.583,3.137,0.0,0.0,0.564,no_motif,406.0,S4_1.1.2398
3.063,-245.972,63.433,134.51,0.868,-21.877,0.031,-3.639,-8.884,-1.768,-1.912,-1.238,14.407,10.011,89.709,-17.001,0.327,-7.943,0.0,13.0,0.507,2.0,2.0,0.0,12.0,3.0,3.063,428.159,2.468,0.0,0.0,0.551,no_motif,233.0,S4_1.1.2399
3.066,-220.373,59.587,112.331,0.72,-20.65,0.56,-4.068,-9.145,-0.402,-4.035,-0.039,7.716,17.78,77.623,-15.164,0.006,0.62,0.0,12.0,0.651,2.0,3.0,2.0,6.0,2.0,3.066,331.739,2.222,1.0,0.0,0.61,no_motif,309.0,S4_1.1.2400
3.076,-224.086,46.726,129.68,0.841,-19.841,0.0,-3.924,-11.113,-1.351,-1.779,-0.811,9.271,10.243,93.512,-17.596,0.003,-6.7,0.0,16.0,0.777,2.0,5.0,0.0,8.0,2.0,3.076,358.719,2.327,0.0,0.0,0.538,no_motif,546.0,S4_1.1.2401
3.106,-224.56,50.655,114.725,0.838,-17.709,0.005,-5.046,-8.119,-2.493,-0.523,-0.38,12.715,19.745,76.182,-14.517,0.269,1.321,0.0,16.0,0.558,2.0,7.0,1.0,7.0,3.0,3.106,315.494,2.281,0.0,0.0,0.538,no_motif,772.0,S4_1.1.2402
3.106,-240.021,59.548,130.095,0.786,-21.625,0.045,-5.376,-7.914,-3.491,-0.489,-0.598,14.007,18.808,71.196,-14.527,0.313,2.349,0.0,15.0,0.619,2.0,4.0,0.0,8.0,3.0,3.106,236.256,2.197,0.0,0.0,0.629,no_motif,579.0,S4_1.1.2403
3.113,-214.03,53.722,123.739,0.717,-23.356,0.104,-4.276,-6.313,-3.614,-5.645,0.008,10.372,13.108,93.07,-20.206,0.003,-14.288,0.0,16.0,0.784,2.0,2.0,2.0,3.0,2.0,3.113,453.782,3.107,1.0,0.0,0.51,no_motif,271.0,S4_1.1.2404
3.131,-233.599,57.982,117.214,1.754,-18.717,0.308,-4.07,-6.552,-1.704,-2.267,-0.656,5.078,14.985,83.752,-10.903,0.205,0.322,0.0,16.0,0.578,2.0,3.0,0.0,7.0,3.0,3.131,301.607,2.739,0.0,0.0,0.604,no_motif,361.0,S4_1.1.2405
3.157,-219.171,46.576,113.09,0.708,-11.143,0.836,-5.428,-7.454,-0.861,-1.929,-1.068,8.614,13.68,90.124,-16.133,0.068,-7.352,0.0,14.0,0.619,2.0,1.0,0.0,5.0,3.0,3.157,375.55,2.284,0.0,0.0,0.564,no_motif,184.0,S4_1.1.2406
3.16,-201.202,48.411,112.921,0.712,-14.706,0.022,-4.637,-7.318,-1.274,0.0,-1.128,11.762,13.203,63.315,-22.415,0.03,5.466,0.0,14.0,0.654,2.0,6.0,1.0,7.0,3.0,3.16,288.246,3.42,0.0,0.0,0.56,no_motif,652.0,S4_1.1.2407
3.163,-253.049,70.095,130.462,0.791,-25.083,0.428,-4.942,-11.191,-1.854,-2.875,-0.131,13.213,16.179,93.677,-19.596,0.002,-2.961,0.0,15.0,0.585,2.0,5.0,1.0,10.0,3.0,3.163,389.626,2.142,2.0,0.0,0.66,no_motif,535.0,S4_1.1.2408
3.165,-214.428,51.767,120.248,0.762,-19.777,0.439,-5.894,-9.94,-2.962,-1.711,0.162,10.799,12.613,82.436,-19.518,0.033,-1.864,0.0,15.0,0.698,2.0,6.0,0.0,7.0,2.0,3.165,414.107,2.031,0.0,0.0,0.498,no_motif,847.0,S4_1.1.2409
3.172,-210.518,40.85,121.503,0.735,-17.907,0.13,-2.188,-4.522,-3.43,-4.029,-0.509,9.522,15.513,69.398,-16.674,0.019,5.28,0.0,13.0,0.83,2.0,1.0,1.0,8.0,3.0,3.172,387.942,2.751,0.0,0.0,0.538,no_motif,213.0,S4_1.1.2410
3.188,-214.212,52.289,115.065,0.784,-17.548,0.23,-2.301,-4.476,-1.977,-1.336,-0.011,4.198,13.299,68.297,-13.403,0.0,4.289,0.0,15.0,0.558,2.0,8.0,0.0,9.0,3.0,3.188,375.609,2.998,0.0,0.0,0.593,no_motif,864.0,S4_1.1.2411
3.194,-218.553,54.253,120.056,0.704,-20.921,0.057,-5.41,-10.306,-1.986,-1.28,-0.341,9.491,26.353,75.43,-21.226,0.001,-3.128,0.0,13.0,0.54,2.0,5.0,0.0,5.0,2.0,3.194,210.155,1.862,0.0,0.0,0.607,no_motif,716.0,S4_1.1.2412
3.196,-239.118,53.805,123.49,0.769,-18.811,0.111,-3.065,-8.144,-2.625,-1.045,-0.406,7.96,26.819,92.689,-14.727,0.003,-14.51,0.0,15.0,0.606,2.0,5.0,0.0,6.0,3.0,3.196,326.636,2.106,0.0,0.0,0.548,no_motif,589.0,S4_1.1.2413
3.197,-232.887,51.85,112.452,1.048,-13.771,0.062,-3.465,-5.086,-4.788,-0.588,-0.83,10.342,20.02,79.718,-17.172,0.21,6.082,0.0,16.0,0.932,2.0,1.0,1.0,12.0,2.0,3.197,737.101,3.721,1.0,0.0,0.562,no_motif,197.0,S4_1.1.2414
3.208,-228.64,55.737,113.446,0.817,-16.699,0.052,-3.234,-11.006,-2.139,-0.297,-1.071,8.639,17.676,81.469,-19.423,0.011,7.868,0.0,13.0,0.594,2.0,2.0,0.0,8.0,3.0,3.208,572.502,2.481,0.0,0.0,0.607,no_motif,233.0,S4_1.1.2415
3.208,-191.269,35.002,104.325,0.801,-16.821,0.272,-3.634,-5.626,-3.359,-2.206,2.841,17.678,12.646,82.479,-22.671,0.004,-7.254,0.0,15.0,1.25,2.0,2.0,0.0,4.0,3.0,3.208,440.305,3.116,0.0,0.0,0.489,no_motif,261.0,S4_1.1.2416
3.224,-240.194,57.798,112.374,1.586,-15.292,0.224,-2.676,-8.465,-0.704,-2.606,-0.282,7.206,22.89,92.344,-18.455,0.08,-2.603,0.0,17.0,0.69,2.0,4.0,2.0,10.0,3.0,3.224,535.133,2.23,0.0,0.0,0.57,no_motif,381.0,S4_1.1.2417
3.225,-210.735,52.27,121.54,0.886,-21.606,0.025,-4.346,-10.011,-1.187,-3.847,0.152,15.156,12.786,71.008,-22.623,0.01,3.748,0.0,15.0,0.802,2.0,4.0,0.0,5.0,3.0,3.225,253.866,2.694,0.0,0.0,0.596,no_motif,456.0,S4_1.1.2418
3.237,-218.854,59.377,105.308,0.788,-15.292,0.144,-3.112,-5.48,-0.796,-2.641,1.088,13.365,14.359,70.737,-15.003,0.001,-0.754,0.0,15.0,0.578,2.0,5.0,1.0,5.0,2.0,3.237,436.672,2.961,0.0,0.0,0.601,no_motif,587.0,S4_1.1.2419
3.25,-212.078,55.081,120.878,0.703,-17.936,0.051,-5.397,-9.365,-1.653,-2.047,-0.908,10.051,18.541,69.298,-21.169,0.003,-0.803,0.0,15.0,0.536,2.0,6.0,1.0,6.0,3.0,3.25,308.049,2.986,0.0,0.0,0.53,no_motif,760.0,S4_1.1.2420
3.26,-234.07,57.272,125.204,0.813,-18.253,0.032,-3.813,-4.847,-3.205,-3.958,0.59,12.239,12.455,85.54,-16.857,0.17,-6.051,0.0,17.0,0.871,2.0,1.0,2.0,10.0,3.0,3.26,484.362,2.843,0.0,0.0,0.551,no_motif,208.0,S4_1.1.2421
3.271,-201.591,51.083,100.877,0.694,-15.149,0.292,-2.865,-7.007,-1.171,-1.789,-0.831,8.46,19.885,66.586,-16.603,0.091,2.31,0.0,15.0,0.54,2.0,5.0,2.0,6.0,3.0,3.271,336.629,2.62,0.0,0.0,0.501,no_motif,529.0,S4_1.1.2422
3.284,-210.068,42.023,116.876,0.68,-20.271,0.152,-3.329,-9.428,-3.323,-0.606,-0.596,13.467,22.966,67.452,-14.937,0.001,2.223,0.0,14.0,0.597,2.0,9.0,1.0,5.0,3.0,3.284,500.36,2.548,0.0,1.0,0.598,no_motif,915.0,S4_1.1.2423
3.301,-202.99,45.637,101.352,0.743,-15.377,0.236,-1.854,-9.218,-1.568,-1.113,-0.95,8.665,12.718,81.145,-15.842,0.0,1.714,0.0,14.0,0.546,2.0,3.0,1.0,4.0,2.0,3.301,519.292,1.77,0.0,0.0,0.418,no_motif,436.0,S4_1.1.2424
3.318,-254.5,63.543,140.146,0.658,-23.016,1.671,-6.397,-5.676,-3.582,-2.587,-0.192,16.566,16.401,76.281,-16.842,0.003,0.844,0.0,13.0,0.44,2.0,6.0,3.0,8.0,3.0,3.318,581.526,2.594,0.0,0.0,0.54,no_motif,912.0,S4_1.1.2425
3.359,-221.827,58.211,112.433,0.934,-16.44,0.018,-7.288,-8.302,-1.758,-1.983,-0.557,10.414,15.593,77.224,-14.028,0.122,0.594,0.0,13.0,0.629,2.0,4.0,2.0,9.0,3.0,3.359,465.386,2.093,0.0,1.0,0.526,no_motif,404.0,S4_1.1.2426
3.366,-221.712,57.799,108.741,0.794,-22.416,0.25,-7.221,-8.515,-1.034,-0.161,-0.229,12.61,22.148,80.326,-20.372,0.003,2.356,0.0,15.0,0.932,2.0,5.0,1.0,8.0,3.0,3.366,429.233,2.714,0.0,0.0,0.574,no_motif,653.0,S4_1.1.2427
3.376,-203.003,44.884,114.349,0.743,-14.666,0.145,-5.987,-3.038,-1.47,-2.565,-1.07,10.584,12.603,68.817,-17.467,0.0,0.516,0.0,15.0,0.57,2.0,7.0,1.0,4.0,2.0,3.376,415.696,2.496,0.0,0.0,0.521,no_motif,849.0,S4_1.1.2428
3.391,-242.702,54.553,131.999,0.791,-17.947,1.132,-1.869,-5.06,-5.579,-2.347,0.224,9.065,14.434,96.158,-18.183,0.0,-11.278,0.0,15.0,0.493,2.0,4.0,0.0,7.0,2.0,3.391,361.409,2.732,0.0,0.0,0.543,no_motif,484.0,S4_1.1.2429
3.396,-229.384,55.394,127.831,0.744,-23.806,0.232,-4.184,-6.885,-1.852,-3.178,-0.447,18.416,14.532,86.078,-21.108,0.018,-9.005,0.0,14.0,0.934,2.0,1.0,0.0,8.0,2.0,3.396,313.579,3.957,0.0,0.0,0.5,no_motif,173.0,S4_1.1.2430
3.425,-200.173,42.763,103.63,0.869,-10.68,0.022,-4.14,-6.116,-1.121,-3.31,-1.122,11.226,12.362,82.684,-18.49,0.11,-5.088,0.0,16.0,0.736,2.0,7.0,1.0,8.0,3.0,3.425,599.245,2.667,0.0,0.0,0.47,no_motif,662.0,S4_1.1.2431
3.43,-195.33,46.488,109.499,0.694,-21.626,0.188,-2.608,-9.08,-6.733,-0.36,-0.828,9.458,23.033,64.215,-18.346,0.114,4.652,0.0,14.0,0.965,2.0,3.0,0.0,6.0,3.0,3.43,504.823,2.595,0.0,0.0,0.474,no_motif,452.0,S4_1.1.2432
3.438,-222.456,50.742,123.554,1.002,-20.232,0.124,-4.953,-6.186,-0.642,-4.259,0.037,10.805,17.658,81.782,-14.308,0.17,-9.4,0.0,16.0,1.174,2.0,7.0,0.0,6.0,2.0,3.438,307.54,2.109,0.0,0.0,0.575,no_motif,961.0,S4_1.1.2433
3.447,-246.546,66.055,137.343,0.745,-26.243,0.596,-4.722,-9.281,-3.126,-5.302,-1.07,17.383,12.591,87.511,-14.622,0.024,-7.89,0.0,15.0,0.573,2.0,6.0,1.0,7.0,3.0,3.447,321.601,1.816,0.0,0.0,0.641,no_motif,652.0,S4_1.1.2434
3.471,-218.925,48.854,119.034,0.693,-14.587,0.0,-2.897,-8.882,-2.76,-2.447,-1.114,12.484,13.28,85.323,-16.322,0.045,-8.308,0.0,14.0,0.633,2.0,3.0,1.0,6.0,3.0,3.471,269.944,2.677,0.0,0.0,0.544,no_motif,306.0,S4_1.1.2435
3.48,-206.586,43.489,122.079,0.761,-15.353,0.205,-1.748,-6.375,-0.793,-2.006,-0.618,5.679,12.363,77.24,-15.361,0.016,-9.51,0.0,13.0,0.623,2.0,3.0,0.0,6.0,3.0,3.48,290.861,3.466,0.0,0.0,0.526,no_motif,470.0,S4_1.1.2436
3.482,-217.668,43.837,112.426,1.038,-12.106,1.447,-2.943,-9.792,-1.974,0.0,-0.653,15.045,18.203,77.114,-15.974,0.06,-4.578,0.0,15.0,0.794,2.0,3.0,1.0,8.0,2.0,3.482,468.38,2.063,0.0,0.0,0.544,no_motif,386.0,S4_1.1.2437
3.491,-216.863,51.769,114.538,0.755,-19.817,0.127,-4.317,-8.293,-1.966,-2.397,-0.712,13.989,17.641,84.147,-16.151,0.006,-8.965,0.0,14.0,0.658,2.0,3.0,2.0,9.0,2.0,3.491,501.543,2.257,0.0,0.0,0.496,no_motif,385.0,S4_1.1.2438
3.504,-233.748,56.227,126.886,0.922,-20.596,0.041,-4.277,-5.996,-4.215,-1.458,-0.678,13.694,11.6,81.699,-16.873,0.038,0.236,0.0,15.0,0.56,2.0,2.0,0.0,8.0,2.0,3.504,439.861,2.785,0.0,0.0,0.521,no_motif,292.0,S4_1.1.2439
3.528,-258.745,59.73,129.285,0.84,-16.461,0.092,-4.546,-6.325,-2.337,-1.553,-0.956,11.319,22.907,84.107,-17.005,0.029,3.147,0.0,14.0,0.56,2.0,4.0,1.0,13.0,3.0,3.528,455.276,3.514,0.0,0.0,0.629,no_motif,632.0,S4_1.1.2440
3.539,-217.77,49.368,127.395,0.748,-26.132,0.0,-4.42,-7.751,-3.824,-3.359,-0.636,12.818,16.5,82.762,-16.336,0.026,-5.849,0.0,16.0,0.591,2.0,4.0,0.0,6.0,2.0,3.539,431.941,2.992,0.0,0.0,0.543,no_motif,498.0,S4_1.1.2441
3.549,-214.673,54.361,116.46,0.756,-23.24,0.625,-3.541,-5.258,-1.823,-3.637,-1.241,11.187,10.558,84.162,-15.713,0.13,-5.563,0.0,14.0,0.614,2.0,4.0,1.0,6.0,3.0,3.549,463.597,2.984,0.0,0.0,0.54,no_motif,386.0,S4_1.1.2442
3.554,-217.335,53.907,117.271,0.673,-12.543,0.489,-2.539,-6.528,-4.692,-1.405,-1.126,10.729,19.361,75.861,-23.262,0.065,-5.372,0.0,12.0,0.548,2.0,3.0,0.0,8.0,3.0,3.554,444.198,2.158,0.0,0.0,0.526,no_motif,408.0,S4_1.1.2443
3.602,-231.572,56.368,122.445,0.722,-20.986,0.291,-3.966,-8.156,-3.076,-1.968,-1.04,14.164,21.08,79.77,-15.357,0.01,-5.128,0.0,13.0,0.774,2.0,1.0,1.0,7.0,2.0,3.602,468.816,3.043,0.0,0.0,0.547,no_motif,206.0,S4_1.1.2444
3.64,-211.043,46.517,115.2,0.692,-15.574,0.028,-2.736,-8.082,-1.225,-1.688,-0.604,5.423,12.604,87.971,-14.189,0.003,-9.658,0.0,14.0,0.537,2.0,3.0,0.0,6.0,3.0,3.64,347.839,2.409,0.0,0.0,0.48,no_motif,490.0,S4_1.1.2445
3.644,-218.865,48.099,108.966,0.954,-16.614,1.986,-5.37,-8.48,-0.773,-1.885,-0.724,4.611,25.206,71.686,-16.437,0.064,11.218,0.0,15.0,0.552,2.0,4.0,1.0,6.0,3.0,3.644,565.07,1.911,0.0,0.0,0.592,no_motif,593.0,S4_1.1.2446
3.658,-216.201,47.434,131.295,0.736,-27.812,0.424,-3.718,-5.904,-5.938,-3.792,-1.017,10.004,22.383,84.782,-20.061,0.199,-9.157,0.0,15.0,1.037,2.0,6.0,1.0,5.0,2.0,3.658,364.489,3.179,0.0,0.0,0.519,no_motif,761.0,S4_1.1.2447
3.66,-234.646,57.881,124.085,0.773,-15.535,0.749,-3.873,-5.788,-1.807,-2.339,-0.814,14.298,15.825,86.095,-21.266,0.005,-9.983,0.0,14.0,0.769,2.0,4.0,2.0,9.0,2.0,3.66,336.72,2.321,0.0,0.0,0.599,no_motif,598.0,S4_1.1.2448
3.695,-211.955,45.793,120.416,0.693,-19.487,0.201,-4.561,-6.981,-3.011,-4.257,-0.502,9.848,11.707,95.658,-15.699,0.123,-14.292,0.0,13.0,0.519,2.0,6.0,0.0,3.0,2.0,3.695,251.409,2.285,0.0,0.0,0.484,no_motif,832.0,S4_1.1.2449
3.736,-201.827,44.561,103.729,1.276,-16.016,0.021,-4.753,-10.031,-1.463,-2.701,0.335,13.859,15.245,80.113,-16.132,0.0,-2.48,0.0,17.0,0.672,2.0,2.0,2.0,4.0,3.0,3.736,294.596,2.428,0.0,0.0,0.471,no_motif,283.0,S4_1.1.2450
3.759,-224.435,57.76,125.207,0.765,-28.438,0.938,-3.041,-8.383,-2.074,-2.227,-1.116,8.86,12.444,92.054,-17.682,0.0,-6.873,0.0,14.0,0.51,2.0,7.0,0.0,4.0,2.0,3.759,316.219,2.476,0.0,0.0,0.546,no_motif,757.0,S4_1.1.2451
3.76,-225.997,64.29,120.124,0.735,-25.674,0.305,-6.007,-6.131,-2.204,-2.785,-0.703,16.352,15.614,81.626,-16.651,0.012,-9.144,0.0,16.0,0.636,2.0,5.0,0.0,6.0,2.0,3.76,287.933,3.186,0.0,0.0,0.635,no_motif,735.0,S4_1.1.2452
3.771,-192.474,48.994,109.813,0.666,-18.46,0.522,-1.876,-6.695,-5.241,-1.749,-0.9,7.433,12.582,72.777,-19.689,0.0,-1.932,0.0,16.0,0.549,2.0,1.0,1.0,5.0,2.0,3.771,415.673,4.766,0.0,0.0,0.512,no_motif,181.0,S4_1.1.2453
3.784,-214.235,41.933,124.158,0.967,-17.852,0.142,-4.249,-6.502,-2.047,-2.63,-0.329,11.483,15.163,88.066,-18.54,0.057,-11.8,0.0,15.0,0.809,2.0,2.0,1.0,7.0,3.0,3.784,299.938,2.237,0.0,0.0,0.518,no_motif,241.0,S4_1.1.2454
3.828,-210.923,44.07,121.208,0.688,-16.756,0.265,-2.125,-7.191,-1.49,-2.341,-1.006,11.895,13.755,80.038,-16.266,0.006,-10.0,0.0,13.0,0.568,2.0,2.0,1.0,6.0,3.0,3.828,284.838,2.172,0.0,0.0,0.514,no_motif,273.0,S4_1.1.2455
3.83,-201.215,46.832,102.637,0.767,-12.464,0.856,-4.679,-3.529,-2.788,-1.051,-1.244,10.201,12.425,67.485,-14.154,0.141,3.61,0.0,15.0,0.982,2.0,1.0,2.0,4.0,2.0,3.83,484.061,2.576,0.0,0.0,0.544,no_motif,224.0,S4_1.1.2456
3.834,-193.309,47.506,113.045,0.681,-20.588,0.039,-3.777,-8.602,-2.535,-0.281,-1.223,10.584,12.611,59.925,-17.637,0.001,7.394,0.0,17.0,1.278,2.0,6.0,0.0,5.0,3.0,3.834,565.189,4.074,0.0,0.0,0.568,no_motif,740.0,S4_1.1.2457
3.859,-210.533,48.275,112.993,0.595,-18.746,0.274,-3.4,-8.649,-1.811,-2.243,-0.748,8.957,22.098,81.383,-18.589,0.001,-5.998,0.0,14.0,0.522,2.0,8.0,2.0,5.0,3.0,3.859,358.941,2.935,2.0,0.0,0.629,no_motif,957.0,S4_1.1.2458
3.901,-225.538,56.072,122.784,0.863,-20.097,0.071,-7.025,-9.526,-4.578,-0.697,-0.774,11.701,12.594,89.408,-16.564,0.001,-4.793,0.0,13.0,0.643,2.0,6.0,1.0,5.0,2.0,3.901,558.167,3.047,1.0,0.0,0.619,no_motif,863.0,S4_1.1.2459
3.906,-236.633,48.587,129.107,0.731,-21.353,0.134,-1.434,-7.782,-2.223,-3.617,-0.192,12.069,27.874,84.872,-18.277,0.349,-8.305,0.0,16.0,0.515,2.0,1.0,1.0,7.0,3.0,3.906,225.849,3.52,0.0,0.0,0.609,no_motif,158.0,S4_1.1.2460
3.907,-212.291,53.09,116.452,0.662,-20.459,0.023,-4.059,-6.924,-1.994,-1.411,-0.672,7.135,17.405,71.168,-12.944,0.012,-1.286,0.0,12.0,0.962,2.0,2.0,1.0,5.0,2.0,3.907,248.415,1.94,0.0,0.0,0.559,no_motif,282.0,S4_1.1.2461
3.939,-240.026,59.68,127.289,1.007,-25.145,0.0,-4.663,-3.136,-3.05,-3.616,-0.912,9.631,12.803,91.233,-17.124,0.021,-0.054,0.0,13.0,0.626,2.0,6.0,1.0,10.0,2.0,3.939,584.816,2.217,0.0,0.0,0.445,no_motif,862.0,S4_1.1.2462
3.968,-209.063,51.536,117.04,0.603,-21.074,1.258,-1.854,-4.692,-4.221,-2.198,-0.947,14.408,16.184,73.3,-17.286,0.006,-9.03,0.0,16.0,0.901,2.0,5.0,0.0,5.0,2.0,3.968,246.849,2.124,0.0,0.0,0.565,no_motif,548.0,S4_1.1.2463
3.976,-218.652,46.519,113.977,0.874,-16.145,0.714,-7.117,-2.375,-4.533,-1.037,-1.056,12.297,20.695,82.367,-21.022,0.069,-1.599,0.0,15.0,1.061,2.0,4.0,0.0,7.0,2.0,3.976,351.168,4.453,0.0,0.0,0.613,no_motif,495.0,S4_1.1.2464
3.983,-216.331,47.446,117.147,0.825,-20.411,0.144,-3.906,-4.582,-1.97,-2.359,-0.191,7.328,18.291,77.072,-13.019,0.018,-1.517,0.0,16.0,0.519,2.0,1.0,1.0,5.0,3.0,3.983,428.486,2.719,0.0,0.0,0.526,no_motif,155.0,S4_1.1.2465
3.984,-215.133,58.143,110.962,0.784,-20.283,0.359,-4.442,-5.575,-1.105,-3.51,-0.368,12.555,10.336,82.631,-13.463,0.162,-8.07,0.0,14.0,0.582,2.0,2.0,2.0,5.0,2.0,3.984,443.215,2.728,0.0,0.0,0.565,no_motif,255.0,S4_1.1.2466
3.984,-224.114,54.238,115.446,0.949,-20.493,0.136,-3.43,-8.845,-2.148,-0.374,-1.0,10.731,20.443,76.73,-18.016,0.004,3.727,0.0,14.0,0.841,2.0,7.0,0.0,8.0,2.0,3.984,488.31,1.861,0.0,0.0,0.536,no_motif,732.0,S4_1.1.2467
3.985,-207.556,37.549,111.223,0.861,-20.177,0.099,-3.336,-6.812,-0.962,-2.58,-0.63,12.127,26.276,76.165,-13.413,0.003,-4.85,0.0,15.0,0.896,2.0,3.0,1.0,9.0,2.0,3.985,387.542,3.137,0.0,0.0,0.562,no_motif,325.0,S4_1.1.2468
3.989,-218.742,47.752,112.158,0.715,-20.693,0.406,-5.44,-9.536,-1.991,-2.431,-0.707,8.843,32.196,72.918,-15.344,0.0,3.884,0.0,14.0,0.537,2.0,6.0,1.0,8.0,3.0,3.989,453.045,1.868,0.0,0.0,0.505,no_motif,852.0,S4_1.1.2469
3.99,-215.416,54.688,109.052,0.645,-15.212,1.878,-5.903,-6.13,-3.808,-1.125,-0.282,16.293,10.399,74.893,-18.545,0.088,2.475,0.0,16.0,0.601,2.0,7.0,1.0,7.0,3.0,3.99,351.84,2.732,0.0,0.0,0.493,no_motif,1003.0,S4_1.1.2470
3.991,-249.724,76.176,117.141,0.927,-15.85,0.334,-5.047,-6.864,-1.342,-1.539,-1.107,12.987,15.05,79.47,-18.848,0.014,2.211,0.0,16.0,0.663,2.0,4.0,1.0,11.0,2.0,3.991,583.767,4.116,0.0,0.0,0.584,no_motif,558.0,S4_1.1.2471
